image,ua,us,g,run
g044\a001_s001_g044_0034.T.CW.mat,0.05,10,0.075,34
g044\a001_s001_g044_0035.T.CW.mat,0.05,10,0.075,35
g044\a001_s001_g044_0036.T.CW.mat,0.05,10,0.075,36
g044\a001_s001_g044_0037.T.CW.mat,0.05,10,0.075,37
g044\a001_s001_g044_0038.T.CW.mat,0.05,10,0.075,38
g044\a001_s001_g044_0039.T.CW.mat,0.05,10,0.075,39
g044\a001_s001_g044_0040.T.CW.mat,0.05,10,0.075,40
g044\a001_s001_g044_0041.T.CW.mat,0.05,10,0.075,41
g044\a001_s001_g044_0042.T.CW.mat,0.05,10,0.075,42
g044\a001_s001_g044_0043.T.CW.mat,0.05,10,0.075,43
g044\a001_s001_g044_0044.T.CW.mat,0.05,10,0.075,44
g044\a001_s001_g044_0045.T.CW.mat,0.05,10,0.075,45
g044\a001_s001_g044_0046.T.CW.mat,0.05,10,0.075,46
g044\a001_s001_g044_0047.T.CW.mat,0.05,10,0.075,47
g044\a001_s001_g044_0048.T.CW.mat,0.05,10,0.075,48
g044\a001_s001_g044_0049.T.CW.mat,0.05,10,0.075,49
g044\a001_s001_g044_0050.T.CW.mat,0.05,10,0.075,50
g044\a001_s001_g044_0051.T.CW.mat,0.05,10,0.075,51
g044\a001_s001_g044_0052.T.CW.mat,0.05,10,0.075,52
g044\a001_s001_g044_0053.T.CW.mat,0.05,10,0.075,53
g044\a001_s001_g044_0054.T.CW.mat,0.05,10,0.075,54
g044\a001_s001_g044_0055.T.CW.mat,0.05,10,0.075,55
g044\a001_s001_g044_0056.T.CW.mat,0.05,10,0.075,56
g044\a001_s001_g044_0057.T.CW.mat,0.05,10,0.075,57
g044\a001_s001_g044_0058.T.CW.mat,0.05,10,0.075,58
g044\a001_s001_g044_0059.T.CW.mat,0.05,10,0.075,59
g044\a001_s001_g044_0060.T.CW.mat,0.05,10,0.075,60
g044\a001_s001_g044_0061.T.CW.mat,0.05,10,0.075,61
g044\a001_s001_g044_0062.T.CW.mat,0.05,10,0.075,62
g044\a001_s001_g044_0063.T.CW.mat,0.05,10,0.075,63
g044\a001_s001_g044_0064.T.CW.mat,0.05,10,0.075,64
g044\a001_s001_g044_0065.T.CW.mat,0.05,10,0.075,65
g044\a001_s001_g044_0066.T.CW.mat,0.05,10,0.075,66
g044\a001_s001_g044_0067.T.CW.mat,0.05,10,0.075,67
g044\a001_s001_g044_0068.T.CW.mat,0.05,10,0.075,68
g044\a001_s001_g044_0069.T.CW.mat,0.05,10,0.075,69
g044\a001_s001_g044_0070.T.CW.mat,0.05,10,0.075,70
g044\a001_s001_g044_0071.T.CW.mat,0.05,10,0.075,71
g044\a001_s001_g044_0072.T.CW.mat,0.05,10,0.075,72
g044\a001_s001_g044_0073.T.CW.mat,0.05,10,0.075,73
g044\a001_s001_g044_0074.T.CW.mat,0.05,10,0.075,74
g044\a001_s001_g044_0075.T.CW.mat,0.05,10,0.075,75
g044\a001_s001_g044_0076.T.CW.mat,0.05,10,0.075,76
g044\a001_s001_g044_0077.T.CW.mat,0.05,10,0.075,77
g044\a001_s001_g044_0078.T.CW.mat,0.05,10,0.075,78
g044\a001_s001_g044_0079.T.CW.mat,0.05,10,0.075,79
g044\a001_s001_g044_0080.T.CW.mat,0.05,10,0.075,80
g044\a001_s001_g044_0081.T.CW.mat,0.05,10,0.075,81
g044\a001_s001_g044_0082.T.CW.mat,0.05,10,0.075,82
g044\a001_s001_g044_0083.T.CW.mat,0.05,10,0.075,83
g044\a001_s001_g044_0084.T.CW.mat,0.05,10,0.075,84
g044\a001_s001_g044_0085.T.CW.mat,0.05,10,0.075,85
g044\a001_s001_g044_0086.T.CW.mat,0.05,10,0.075,86
g044\a001_s001_g044_0087.T.CW.mat,0.05,10,0.075,87
g044\a001_s001_g044_0088.T.CW.mat,0.05,10,0.075,88
g044\a001_s001_g044_0089.T.CW.mat,0.05,10,0.075,89
g044\a001_s001_g044_0090.T.CW.mat,0.05,10,0.075,90
g044\a001_s001_g044_0091.T.CW.mat,0.05,10,0.075,91
g044\a001_s001_g044_0092.T.CW.mat,0.05,10,0.075,92
g044\a001_s001_g044_0093.T.CW.mat,0.05,10,0.075,93
g044\a001_s001_g044_0094.T.CW.mat,0.05,10,0.075,94
g044\a001_s001_g044_0095.T.CW.mat,0.05,10,0.075,95
g044\a001_s001_g044_0096.T.CW.mat,0.05,10,0.075,96
g044\a001_s001_g044_0097.T.CW.mat,0.05,10,0.075,97
g044\a001_s001_g044_0098.T.CW.mat,0.05,10,0.075,98
g044\a001_s001_g044_0099.T.CW.mat,0.05,10,0.075,99
g044\a001_s001_g044_0100.T.CW.mat,0.05,10,0.075,100
g045\a001_s001_g045_0001.T.CW.mat,0.05,10,0.1,1
g045\a001_s001_g045_0002.T.CW.mat,0.05,10,0.1,2
g045\a001_s001_g045_0003.T.CW.mat,0.05,10,0.1,3
g045\a001_s001_g045_0004.T.CW.mat,0.05,10,0.1,4
g045\a001_s001_g045_0005.T.CW.mat,0.05,10,0.1,5
g045\a001_s001_g045_0006.T.CW.mat,0.05,10,0.1,6
g045\a001_s001_g045_0007.T.CW.mat,0.05,10,0.1,7
g045\a001_s001_g045_0008.T.CW.mat,0.05,10,0.1,8
g045\a001_s001_g045_0009.T.CW.mat,0.05,10,0.1,9
g045\a001_s001_g045_0010.T.CW.mat,0.05,10,0.1,10
g045\a001_s001_g045_0011.T.CW.mat,0.05,10,0.1,11
g045\a001_s001_g045_0012.T.CW.mat,0.05,10,0.1,12
g045\a001_s001_g045_0013.T.CW.mat,0.05,10,0.1,13
g045\a001_s001_g045_0014.T.CW.mat,0.05,10,0.1,14
g045\a001_s001_g045_0015.T.CW.mat,0.05,10,0.1,15
g045\a001_s001_g045_0016.T.CW.mat,0.05,10,0.1,16
g045\a001_s001_g045_0017.T.CW.mat,0.05,10,0.1,17
g045\a001_s001_g045_0018.T.CW.mat,0.05,10,0.1,18
g045\a001_s001_g045_0019.T.CW.mat,0.05,10,0.1,19
g045\a001_s001_g045_0020.T.CW.mat,0.05,10,0.1,20
g045\a001_s001_g045_0021.T.CW.mat,0.05,10,0.1,21
g045\a001_s001_g045_0022.T.CW.mat,0.05,10,0.1,22
g045\a001_s001_g045_0023.T.CW.mat,0.05,10,0.1,23
g045\a001_s001_g045_0024.T.CW.mat,0.05,10,0.1,24
g045\a001_s001_g045_0025.T.CW.mat,0.05,10,0.1,25
g045\a001_s001_g045_0026.T.CW.mat,0.05,10,0.1,26
g045\a001_s001_g045_0027.T.CW.mat,0.05,10,0.1,27
g045\a001_s001_g045_0028.T.CW.mat,0.05,10,0.1,28
g045\a001_s001_g045_0029.T.CW.mat,0.05,10,0.1,29
g045\a001_s001_g045_0030.T.CW.mat,0.05,10,0.1,30
g045\a001_s001_g045_0031.T.CW.mat,0.05,10,0.1,31
g045\a001_s001_g045_0032.T.CW.mat,0.05,10,0.1,32
g045\a001_s001_g045_0033.T.CW.mat,0.05,10,0.1,33
g045\a001_s001_g045_0034.T.CW.mat,0.05,10,0.1,34
g045\a001_s001_g045_0035.T.CW.mat,0.05,10,0.1,35
g045\a001_s001_g045_0036.T.CW.mat,0.05,10,0.1,36
g045\a001_s001_g045_0037.T.CW.mat,0.05,10,0.1,37
g045\a001_s001_g045_0038.T.CW.mat,0.05,10,0.1,38
g045\a001_s001_g045_0039.T.CW.mat,0.05,10,0.1,39
g045\a001_s001_g045_0040.T.CW.mat,0.05,10,0.1,40
g045\a001_s001_g045_0041.T.CW.mat,0.05,10,0.1,41
g045\a001_s001_g045_0042.T.CW.mat,0.05,10,0.1,42
g045\a001_s001_g045_0043.T.CW.mat,0.05,10,0.1,43
g045\a001_s001_g045_0044.T.CW.mat,0.05,10,0.1,44
g045\a001_s001_g045_0045.T.CW.mat,0.05,10,0.1,45
g045\a001_s001_g045_0046.T.CW.mat,0.05,10,0.1,46
g045\a001_s001_g045_0047.T.CW.mat,0.05,10,0.1,47
g045\a001_s001_g045_0048.T.CW.mat,0.05,10,0.1,48
g045\a001_s001_g045_0049.T.CW.mat,0.05,10,0.1,49
g045\a001_s001_g045_0050.T.CW.mat,0.05,10,0.1,50
g045\a001_s001_g045_0051.T.CW.mat,0.05,10,0.1,51
g045\a001_s001_g045_0052.T.CW.mat,0.05,10,0.1,52
g045\a001_s001_g045_0053.T.CW.mat,0.05,10,0.1,53
g045\a001_s001_g045_0054.T.CW.mat,0.05,10,0.1,54
g045\a001_s001_g045_0055.T.CW.mat,0.05,10,0.1,55
g045\a001_s001_g045_0056.T.CW.mat,0.05,10,0.1,56
g045\a001_s001_g045_0057.T.CW.mat,0.05,10,0.1,57
g045\a001_s001_g045_0058.T.CW.mat,0.05,10,0.1,58
g045\a001_s001_g045_0059.T.CW.mat,0.05,10,0.1,59
g045\a001_s001_g045_0060.T.CW.mat,0.05,10,0.1,60
g045\a001_s001_g045_0061.T.CW.mat,0.05,10,0.1,61
g045\a001_s001_g045_0062.T.CW.mat,0.05,10,0.1,62
g045\a001_s001_g045_0063.T.CW.mat,0.05,10,0.1,63
g045\a001_s001_g045_0064.T.CW.mat,0.05,10,0.1,64
g045\a001_s001_g045_0065.T.CW.mat,0.05,10,0.1,65
g045\a001_s001_g045_0066.T.CW.mat,0.05,10,0.1,66
g045\a001_s001_g045_0067.T.CW.mat,0.05,10,0.1,67
g045\a001_s001_g045_0068.T.CW.mat,0.05,10,0.1,68
g045\a001_s001_g045_0069.T.CW.mat,0.05,10,0.1,69
g045\a001_s001_g045_0070.T.CW.mat,0.05,10,0.1,70
g045\a001_s001_g045_0071.T.CW.mat,0.05,10,0.1,71
g045\a001_s001_g045_0072.T.CW.mat,0.05,10,0.1,72
g045\a001_s001_g045_0073.T.CW.mat,0.05,10,0.1,73
g045\a001_s001_g045_0074.T.CW.mat,0.05,10,0.1,74
g045\a001_s001_g045_0075.T.CW.mat,0.05,10,0.1,75
g045\a001_s001_g045_0076.T.CW.mat,0.05,10,0.1,76
g045\a001_s001_g045_0077.T.CW.mat,0.05,10,0.1,77
g045\a001_s001_g045_0078.T.CW.mat,0.05,10,0.1,78
g045\a001_s001_g045_0079.T.CW.mat,0.05,10,0.1,79
g045\a001_s001_g045_0080.T.CW.mat,0.05,10,0.1,80
g045\a001_s001_g045_0081.T.CW.mat,0.05,10,0.1,81
g045\a001_s001_g045_0082.T.CW.mat,0.05,10,0.1,82
g045\a001_s001_g045_0083.T.CW.mat,0.05,10,0.1,83
g045\a001_s001_g045_0084.T.CW.mat,0.05,10,0.1,84
g045\a001_s001_g045_0085.T.CW.mat,0.05,10,0.1,85
g045\a001_s001_g045_0086.T.CW.mat,0.05,10,0.1,86
g045\a001_s001_g045_0087.T.CW.mat,0.05,10,0.1,87
g045\a001_s001_g045_0088.T.CW.mat,0.05,10,0.1,88
g045\a001_s001_g045_0089.T.CW.mat,0.05,10,0.1,89
g045\a001_s001_g045_0090.T.CW.mat,0.05,10,0.1,90
g045\a001_s001_g045_0091.T.CW.mat,0.05,10,0.1,91
g045\a001_s001_g045_0092.T.CW.mat,0.05,10,0.1,92
g045\a001_s001_g045_0093.T.CW.mat,0.05,10,0.1,93
g045\a001_s001_g045_0094.T.CW.mat,0.05,10,0.1,94
g045\a001_s001_g045_0095.T.CW.mat,0.05,10,0.1,95
g045\a001_s001_g045_0096.T.CW.mat,0.05,10,0.1,96
g045\a001_s001_g045_0097.T.CW.mat,0.05,10,0.1,97
g045\a001_s001_g045_0098.T.CW.mat,0.05,10,0.1,98
g045\a001_s001_g045_0099.T.CW.mat,0.05,10,0.1,99
g045\a001_s001_g045_0100.T.CW.mat,0.05,10,0.1,100
g046\a001_s001_g046_0001.T.CW.mat,0.05,10,0.125,1
g046\a001_s001_g046_0002.T.CW.mat,0.05,10,0.125,2
g046\a001_s001_g046_0003.T.CW.mat,0.05,10,0.125,3
g046\a001_s001_g046_0004.T.CW.mat,0.05,10,0.125,4
g046\a001_s001_g046_0005.T.CW.mat,0.05,10,0.125,5
g046\a001_s001_g046_0006.T.CW.mat,0.05,10,0.125,6
g046\a001_s001_g046_0007.T.CW.mat,0.05,10,0.125,7
g046\a001_s001_g046_0008.T.CW.mat,0.05,10,0.125,8
g046\a001_s001_g046_0009.T.CW.mat,0.05,10,0.125,9
g046\a001_s001_g046_0010.T.CW.mat,0.05,10,0.125,10
g046\a001_s001_g046_0011.T.CW.mat,0.05,10,0.125,11
g046\a001_s001_g046_0012.T.CW.mat,0.05,10,0.125,12
g046\a001_s001_g046_0013.T.CW.mat,0.05,10,0.125,13
g046\a001_s001_g046_0014.T.CW.mat,0.05,10,0.125,14
g046\a001_s001_g046_0015.T.CW.mat,0.05,10,0.125,15
g046\a001_s001_g046_0016.T.CW.mat,0.05,10,0.125,16
g046\a001_s001_g046_0017.T.CW.mat,0.05,10,0.125,17
g046\a001_s001_g046_0018.T.CW.mat,0.05,10,0.125,18
g046\a001_s001_g046_0019.T.CW.mat,0.05,10,0.125,19
g046\a001_s001_g046_0020.T.CW.mat,0.05,10,0.125,20
g046\a001_s001_g046_0021.T.CW.mat,0.05,10,0.125,21
g046\a001_s001_g046_0022.T.CW.mat,0.05,10,0.125,22
g046\a001_s001_g046_0023.T.CW.mat,0.05,10,0.125,23
g046\a001_s001_g046_0024.T.CW.mat,0.05,10,0.125,24
g046\a001_s001_g046_0025.T.CW.mat,0.05,10,0.125,25
g046\a001_s001_g046_0026.T.CW.mat,0.05,10,0.125,26
g046\a001_s001_g046_0027.T.CW.mat,0.05,10,0.125,27
g046\a001_s001_g046_0028.T.CW.mat,0.05,10,0.125,28
g046\a001_s001_g046_0029.T.CW.mat,0.05,10,0.125,29
g046\a001_s001_g046_0030.T.CW.mat,0.05,10,0.125,30
g046\a001_s001_g046_0031.T.CW.mat,0.05,10,0.125,31
g046\a001_s001_g046_0032.T.CW.mat,0.05,10,0.125,32
g046\a001_s001_g046_0033.T.CW.mat,0.05,10,0.125,33
g046\a001_s001_g046_0034.T.CW.mat,0.05,10,0.125,34
g046\a001_s001_g046_0035.T.CW.mat,0.05,10,0.125,35
g046\a001_s001_g046_0036.T.CW.mat,0.05,10,0.125,36
g046\a001_s001_g046_0037.T.CW.mat,0.05,10,0.125,37
g046\a001_s001_g046_0038.T.CW.mat,0.05,10,0.125,38
g046\a001_s001_g046_0039.T.CW.mat,0.05,10,0.125,39
g046\a001_s001_g046_0040.T.CW.mat,0.05,10,0.125,40
g046\a001_s001_g046_0041.T.CW.mat,0.05,10,0.125,41
g046\a001_s001_g046_0042.T.CW.mat,0.05,10,0.125,42
g046\a001_s001_g046_0043.T.CW.mat,0.05,10,0.125,43
g046\a001_s001_g046_0044.T.CW.mat,0.05,10,0.125,44
g046\a001_s001_g046_0045.T.CW.mat,0.05,10,0.125,45
g046\a001_s001_g046_0046.T.CW.mat,0.05,10,0.125,46
g046\a001_s001_g046_0047.T.CW.mat,0.05,10,0.125,47
g046\a001_s001_g046_0048.T.CW.mat,0.05,10,0.125,48
g046\a001_s001_g046_0049.T.CW.mat,0.05,10,0.125,49
g046\a001_s001_g046_0050.T.CW.mat,0.05,10,0.125,50
g046\a001_s001_g046_0051.T.CW.mat,0.05,10,0.125,51
g046\a001_s001_g046_0052.T.CW.mat,0.05,10,0.125,52
g046\a001_s001_g046_0053.T.CW.mat,0.05,10,0.125,53
g046\a001_s001_g046_0054.T.CW.mat,0.05,10,0.125,54
g046\a001_s001_g046_0055.T.CW.mat,0.05,10,0.125,55
g046\a001_s001_g046_0056.T.CW.mat,0.05,10,0.125,56
g046\a001_s001_g046_0057.T.CW.mat,0.05,10,0.125,57
g046\a001_s001_g046_0058.T.CW.mat,0.05,10,0.125,58
g046\a001_s001_g046_0059.T.CW.mat,0.05,10,0.125,59
g046\a001_s001_g046_0060.T.CW.mat,0.05,10,0.125,60
g046\a001_s001_g046_0061.T.CW.mat,0.05,10,0.125,61
g046\a001_s001_g046_0062.T.CW.mat,0.05,10,0.125,62
g046\a001_s001_g046_0063.T.CW.mat,0.05,10,0.125,63
g046\a001_s001_g046_0064.T.CW.mat,0.05,10,0.125,64
g046\a001_s001_g046_0065.T.CW.mat,0.05,10,0.125,65
g046\a001_s001_g046_0066.T.CW.mat,0.05,10,0.125,66
g046\a001_s001_g046_0067.T.CW.mat,0.05,10,0.125,67
g046\a001_s001_g046_0068.T.CW.mat,0.05,10,0.125,68
g046\a001_s001_g046_0069.T.CW.mat,0.05,10,0.125,69
g046\a001_s001_g046_0070.T.CW.mat,0.05,10,0.125,70
g046\a001_s001_g046_0071.T.CW.mat,0.05,10,0.125,71
g046\a001_s001_g046_0072.T.CW.mat,0.05,10,0.125,72
g046\a001_s001_g046_0073.T.CW.mat,0.05,10,0.125,73
g046\a001_s001_g046_0074.T.CW.mat,0.05,10,0.125,74
g046\a001_s001_g046_0075.T.CW.mat,0.05,10,0.125,75
g046\a001_s001_g046_0076.T.CW.mat,0.05,10,0.125,76
g046\a001_s001_g046_0077.T.CW.mat,0.05,10,0.125,77
g046\a001_s001_g046_0078.T.CW.mat,0.05,10,0.125,78
g046\a001_s001_g046_0079.T.CW.mat,0.05,10,0.125,79
g046\a001_s001_g046_0080.T.CW.mat,0.05,10,0.125,80
g046\a001_s001_g046_0081.T.CW.mat,0.05,10,0.125,81
g046\a001_s001_g046_0082.T.CW.mat,0.05,10,0.125,82
g046\a001_s001_g046_0083.T.CW.mat,0.05,10,0.125,83
g046\a001_s001_g046_0084.T.CW.mat,0.05,10,0.125,84
g046\a001_s001_g046_0085.T.CW.mat,0.05,10,0.125,85
g046\a001_s001_g046_0086.T.CW.mat,0.05,10,0.125,86
g046\a001_s001_g046_0087.T.CW.mat,0.05,10,0.125,87
g046\a001_s001_g046_0088.T.CW.mat,0.05,10,0.125,88
g046\a001_s001_g046_0089.T.CW.mat,0.05,10,0.125,89
g046\a001_s001_g046_0090.T.CW.mat,0.05,10,0.125,90
g046\a001_s001_g046_0091.T.CW.mat,0.05,10,0.125,91
g046\a001_s001_g046_0092.T.CW.mat,0.05,10,0.125,92
g046\a001_s001_g046_0093.T.CW.mat,0.05,10,0.125,93
g046\a001_s001_g046_0094.T.CW.mat,0.05,10,0.125,94
g046\a001_s001_g046_0095.T.CW.mat,0.05,10,0.125,95
g046\a001_s001_g046_0096.T.CW.mat,0.05,10,0.125,96
g046\a001_s001_g046_0097.T.CW.mat,0.05,10,0.125,97
g046\a001_s001_g046_0098.T.CW.mat,0.05,10,0.125,98
g046\a001_s001_g046_0099.T.CW.mat,0.05,10,0.125,99
g046\a001_s001_g046_0100.T.CW.mat,0.05,10,0.125,100
g047\a001_s001_g047_0001.T.CW.mat,0.05,10,0.15,1
g047\a001_s001_g047_0002.T.CW.mat,0.05,10,0.15,2
g047\a001_s001_g047_0003.T.CW.mat,0.05,10,0.15,3
g047\a001_s001_g047_0004.T.CW.mat,0.05,10,0.15,4
g047\a001_s001_g047_0005.T.CW.mat,0.05,10,0.15,5
g047\a001_s001_g047_0006.T.CW.mat,0.05,10,0.15,6
g047\a001_s001_g047_0007.T.CW.mat,0.05,10,0.15,7
g047\a001_s001_g047_0008.T.CW.mat,0.05,10,0.15,8
g047\a001_s001_g047_0009.T.CW.mat,0.05,10,0.15,9
g047\a001_s001_g047_0010.T.CW.mat,0.05,10,0.15,10
g047\a001_s001_g047_0011.T.CW.mat,0.05,10,0.15,11
g047\a001_s001_g047_0012.T.CW.mat,0.05,10,0.15,12
g047\a001_s001_g047_0013.T.CW.mat,0.05,10,0.15,13
g047\a001_s001_g047_0014.T.CW.mat,0.05,10,0.15,14
g047\a001_s001_g047_0015.T.CW.mat,0.05,10,0.15,15
g047\a001_s001_g047_0016.T.CW.mat,0.05,10,0.15,16
g047\a001_s001_g047_0017.T.CW.mat,0.05,10,0.15,17
g047\a001_s001_g047_0018.T.CW.mat,0.05,10,0.15,18
g047\a001_s001_g047_0019.T.CW.mat,0.05,10,0.15,19
g047\a001_s001_g047_0020.T.CW.mat,0.05,10,0.15,20
g047\a001_s001_g047_0021.T.CW.mat,0.05,10,0.15,21
g047\a001_s001_g047_0022.T.CW.mat,0.05,10,0.15,22
g047\a001_s001_g047_0023.T.CW.mat,0.05,10,0.15,23
g047\a001_s001_g047_0024.T.CW.mat,0.05,10,0.15,24
g047\a001_s001_g047_0025.T.CW.mat,0.05,10,0.15,25
g047\a001_s001_g047_0026.T.CW.mat,0.05,10,0.15,26
g047\a001_s001_g047_0027.T.CW.mat,0.05,10,0.15,27
g047\a001_s001_g047_0028.T.CW.mat,0.05,10,0.15,28
g047\a001_s001_g047_0029.T.CW.mat,0.05,10,0.15,29
g047\a001_s001_g047_0030.T.CW.mat,0.05,10,0.15,30
g047\a001_s001_g047_0031.T.CW.mat,0.05,10,0.15,31
g047\a001_s001_g047_0032.T.CW.mat,0.05,10,0.15,32
g047\a001_s001_g047_0033.T.CW.mat,0.05,10,0.15,33
g047\a001_s001_g047_0034.T.CW.mat,0.05,10,0.15,34
g047\a001_s001_g047_0035.T.CW.mat,0.05,10,0.15,35
g047\a001_s001_g047_0036.T.CW.mat,0.05,10,0.15,36
g047\a001_s001_g047_0037.T.CW.mat,0.05,10,0.15,37
g047\a001_s001_g047_0038.T.CW.mat,0.05,10,0.15,38
g047\a001_s001_g047_0039.T.CW.mat,0.05,10,0.15,39
g047\a001_s001_g047_0040.T.CW.mat,0.05,10,0.15,40
g047\a001_s001_g047_0041.T.CW.mat,0.05,10,0.15,41
g047\a001_s001_g047_0042.T.CW.mat,0.05,10,0.15,42
g047\a001_s001_g047_0043.T.CW.mat,0.05,10,0.15,43
g047\a001_s001_g047_0044.T.CW.mat,0.05,10,0.15,44
g047\a001_s001_g047_0045.T.CW.mat,0.05,10,0.15,45
g047\a001_s001_g047_0046.T.CW.mat,0.05,10,0.15,46
g047\a001_s001_g047_0047.T.CW.mat,0.05,10,0.15,47
g047\a001_s001_g047_0048.T.CW.mat,0.05,10,0.15,48
g047\a001_s001_g047_0049.T.CW.mat,0.05,10,0.15,49
g047\a001_s001_g047_0050.T.CW.mat,0.05,10,0.15,50
g047\a001_s001_g047_0051.T.CW.mat,0.05,10,0.15,51
g047\a001_s001_g047_0052.T.CW.mat,0.05,10,0.15,52
g047\a001_s001_g047_0053.T.CW.mat,0.05,10,0.15,53
g047\a001_s001_g047_0054.T.CW.mat,0.05,10,0.15,54
g047\a001_s001_g047_0055.T.CW.mat,0.05,10,0.15,55
g047\a001_s001_g047_0056.T.CW.mat,0.05,10,0.15,56
g047\a001_s001_g047_0057.T.CW.mat,0.05,10,0.15,57
g047\a001_s001_g047_0058.T.CW.mat,0.05,10,0.15,58
g047\a001_s001_g047_0059.T.CW.mat,0.05,10,0.15,59
g047\a001_s001_g047_0060.T.CW.mat,0.05,10,0.15,60
g047\a001_s001_g047_0061.T.CW.mat,0.05,10,0.15,61
g047\a001_s001_g047_0062.T.CW.mat,0.05,10,0.15,62
g047\a001_s001_g047_0063.T.CW.mat,0.05,10,0.15,63
g047\a001_s001_g047_0064.T.CW.mat,0.05,10,0.15,64
g047\a001_s001_g047_0065.T.CW.mat,0.05,10,0.15,65
g047\a001_s001_g047_0066.T.CW.mat,0.05,10,0.15,66
g047\a001_s001_g047_0067.T.CW.mat,0.05,10,0.15,67
g047\a001_s001_g047_0068.T.CW.mat,0.05,10,0.15,68
g047\a001_s001_g047_0069.T.CW.mat,0.05,10,0.15,69
g047\a001_s001_g047_0070.T.CW.mat,0.05,10,0.15,70
g047\a001_s001_g047_0071.T.CW.mat,0.05,10,0.15,71
g047\a001_s001_g047_0072.T.CW.mat,0.05,10,0.15,72
g047\a001_s001_g047_0073.T.CW.mat,0.05,10,0.15,73
g047\a001_s001_g047_0074.T.CW.mat,0.05,10,0.15,74
g047\a001_s001_g047_0075.T.CW.mat,0.05,10,0.15,75
g047\a001_s001_g047_0076.T.CW.mat,0.05,10,0.15,76
g047\a001_s001_g047_0077.T.CW.mat,0.05,10,0.15,77
g047\a001_s001_g047_0078.T.CW.mat,0.05,10,0.15,78
g047\a001_s001_g047_0079.T.CW.mat,0.05,10,0.15,79
g047\a001_s001_g047_0080.T.CW.mat,0.05,10,0.15,80
g047\a001_s001_g047_0081.T.CW.mat,0.05,10,0.15,81
g047\a001_s001_g047_0082.T.CW.mat,0.05,10,0.15,82
g047\a001_s001_g047_0083.T.CW.mat,0.05,10,0.15,83
g047\a001_s001_g047_0084.T.CW.mat,0.05,10,0.15,84
g047\a001_s001_g047_0085.T.CW.mat,0.05,10,0.15,85
g047\a001_s001_g047_0086.T.CW.mat,0.05,10,0.15,86
g047\a001_s001_g047_0087.T.CW.mat,0.05,10,0.15,87
g047\a001_s001_g047_0088.T.CW.mat,0.05,10,0.15,88
g047\a001_s001_g047_0089.T.CW.mat,0.05,10,0.15,89
g047\a001_s001_g047_0090.T.CW.mat,0.05,10,0.15,90
g047\a001_s001_g047_0091.T.CW.mat,0.05,10,0.15,91
g047\a001_s001_g047_0092.T.CW.mat,0.05,10,0.15,92
g047\a001_s001_g047_0093.T.CW.mat,0.05,10,0.15,93
g047\a001_s001_g047_0094.T.CW.mat,0.05,10,0.15,94
g047\a001_s001_g047_0095.T.CW.mat,0.05,10,0.15,95
g047\a001_s001_g047_0096.T.CW.mat,0.05,10,0.15,96
g047\a001_s001_g047_0097.T.CW.mat,0.05,10,0.15,97
g047\a001_s001_g047_0098.T.CW.mat,0.05,10,0.15,98
g047\a001_s001_g047_0099.T.CW.mat,0.05,10,0.15,99
g047\a001_s001_g047_0100.T.CW.mat,0.05,10,0.15,100
g048\a001_s001_g048_0001.T.CW.mat,0.05,10,0.175,1
g048\a001_s001_g048_0002.T.CW.mat,0.05,10,0.175,2
g048\a001_s001_g048_0003.T.CW.mat,0.05,10,0.175,3
g048\a001_s001_g048_0004.T.CW.mat,0.05,10,0.175,4
g048\a001_s001_g048_0005.T.CW.mat,0.05,10,0.175,5
g048\a001_s001_g048_0006.T.CW.mat,0.05,10,0.175,6
g048\a001_s001_g048_0007.T.CW.mat,0.05,10,0.175,7
g048\a001_s001_g048_0008.T.CW.mat,0.05,10,0.175,8
g048\a001_s001_g048_0009.T.CW.mat,0.05,10,0.175,9
g048\a001_s001_g048_0010.T.CW.mat,0.05,10,0.175,10
g048\a001_s001_g048_0011.T.CW.mat,0.05,10,0.175,11
g048\a001_s001_g048_0012.T.CW.mat,0.05,10,0.175,12
g048\a001_s001_g048_0013.T.CW.mat,0.05,10,0.175,13
g048\a001_s001_g048_0014.T.CW.mat,0.05,10,0.175,14
g048\a001_s001_g048_0015.T.CW.mat,0.05,10,0.175,15
g048\a001_s001_g048_0016.T.CW.mat,0.05,10,0.175,16
g048\a001_s001_g048_0017.T.CW.mat,0.05,10,0.175,17
g048\a001_s001_g048_0018.T.CW.mat,0.05,10,0.175,18
g048\a001_s001_g048_0019.T.CW.mat,0.05,10,0.175,19
g048\a001_s001_g048_0020.T.CW.mat,0.05,10,0.175,20
g048\a001_s001_g048_0021.T.CW.mat,0.05,10,0.175,21
g048\a001_s001_g048_0022.T.CW.mat,0.05,10,0.175,22
g048\a001_s001_g048_0023.T.CW.mat,0.05,10,0.175,23
g048\a001_s001_g048_0024.T.CW.mat,0.05,10,0.175,24
g048\a001_s001_g048_0025.T.CW.mat,0.05,10,0.175,25
g048\a001_s001_g048_0026.T.CW.mat,0.05,10,0.175,26
g048\a001_s001_g048_0027.T.CW.mat,0.05,10,0.175,27
g048\a001_s001_g048_0028.T.CW.mat,0.05,10,0.175,28
g048\a001_s001_g048_0029.T.CW.mat,0.05,10,0.175,29
g048\a001_s001_g048_0030.T.CW.mat,0.05,10,0.175,30
g048\a001_s001_g048_0031.T.CW.mat,0.05,10,0.175,31
g048\a001_s001_g048_0032.T.CW.mat,0.05,10,0.175,32
